"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"CyberSleuth: Autonomous Blue-Team LLM Agent for Web Attack Forensics","https://scispace.com/paper/cybersleuth-autonomous-blue-team-llm-agent-for-web-attack-0uprjx73tanu","2025","Journal Article","","Stefano Fumero
Kai Huang
Matteo Boffa
Danilo Giordano
Marco Mellia
Zied Ben Houidi
Dario Rossi","10.48550/arxiv.2508.20643","https://scispace.compdf/cybersleuth-autonomous-blue-team-llm-agent-for-web-attack-0uprjx73tanu.pdf","- **Relevance Score:** 17/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses multi‑agent LLMs for forensic log analysis, but lacks integrated security scenario, lateral‑movement modeling, provenance tracking, or AI memory discussion.","Large Language Model (LLM) agents are powerful tools for automating complex tasks. In cybersecurity, researchers have primarily explored their use in red-team operations such as vulnerability discovery and penetration tests. Defensive uses for incident response and forensics have received comparatively less attention and remain at an early stage. This work presents a systematic study of LLM-agent design for the forensic investigation of realistic web application attacks. We propose CyberSleuth, an autonomous agent that processes packet-level traces and application logs to identify the targeted service, the exploited vulnerability (CVE), and attack success. We evaluate the consequences of core design decisions - spanning tool integration and agent architecture - and provide interpretable guidance for practitioners. We benchmark four agent architectures and six LLM backends on 20 incident scenarios of increasing complexity, identifying CyberSleuth as the best-performing design. In a separate set of 10 incidents from 2025, CyberSleuth correctly identifies the exact CVE in 80% of cases. At last, we conduct a human study with 22 experts, which rated the reports of CyberSleuth as complete, useful, and coherent. They also expressed a slight preference for DeepSeek R1, a good news for open source LLM. To foster progress in defensive LLM research, we release both our benchmark and the CyberSleuth platform as a foundation for fair, reproducible evaluation of forensic agents. "
"Security and Privacy in Multi-Agent LLM Networks","https://scispace.com/paper/security-and-privacy-in-multi-agent-llm-networks-mskhy4ef35rg","2025","Journal Article","Advances in computational intelligence and robotics book series","Pawan Kumar Goel
Satya Prakash Yadav
Monika Singh","10.4018/979-8-3373-1419-8.ch009","","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses adaptive encryption, differential privacy, and consensus to secure multi‑agent LLMs, but lacks discussion of lateral movement, provenance tracking, or AI memory aspects.","The integration of multi-agent systems with large language models (LLMs) is a significant area in artificial intelligence, enabling collaborative problem-solving and decision-making. However, these networks pose significant security and privacy vulnerabilities, making them crucial for research and practical applications. This chapter focuses on vulnerability mitigation in multi-agent LLM networks, focusing on adversarial attacks, data leakage, and unauthorized access. Existing literature highlights challenges such as lack of robust defense mechanisms, complexity of securing decentralized communication, and privacy preservation in shared learning environments. A novel framework is proposed that integrates adaptive encryption, differential privacy, and decentralized consensus protocols to address these vulnerabilities. Experimental results show a 40% improvement in attack detection accuracy and a 35% reduction in data leakage compared to existing methods. "
"Multi-Agent Security Tax: Trading Off Security and Collaboration Capabilities in Multi-Agent Systems","https://scispace.com/paper/multi-agent-security-tax-trading-off-security-and-vjxz4cxow592","2025","Journal Article","arXiv.org","Pierre Peigne-Lefebvre
Mikolaj Kniejski
Filip Sondej
Matthieu David
Jason Hoelscher-Obermaier
Christian Schröder de Witt
Esben Kran","10.48550/arxiv.2502.19145","https://scispace.compdf/multi-agent-security-tax-trading-off-security-and-vjxz4cxow592.pdf","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses security vs cooperation trade‑off analysis for LLM agents; lacks lateral‑movement, provenance, and detailed memory protection mechanisms, offering only brief memory mentions.",""
"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges","https://scispace.com/paper/a-survey-on-llm-based-multi-agent-systems-workflow-3ibrdtwmubt2","2024","Journal Article","","Xinyi Li
S. Wang
S. Zeng
Yu Wu
Yi Yang","10.1007/s44336-024-00009-2","https://scispace.compdf/a-survey-on-llm-based-multi-agent-systems-workflow-3ibrdtwmubt2.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey outlines general MAS challenges and future directions, mentions security/privacy broadly but lacks detailed discussion of attacks, trust provenance, or AI memory mechanisms.","Abstract The pursuit of more intelligent and credible autonomous systems, akin to human society, has been a long-standing endeavor for humans. Leveraging the exceptional reasoning and planning capabilities of large language models (LLMs), LLM-based agents have been proposed and have achieved remarkable success across a wide array of tasks. Notably, LLM-based multi-agent systems (MAS) are considered a promising pathway towards realizing general artificial intelligence that is equivalent to or surpasses human-level intelligence. In this paper, we present a comprehensive survey of these studies, offering a systematic review of LLM-based MAS. Adhering to the workflow of LLM-based multi-agent systems, we synthesize a general structure encompassing five key components: profile, perception, self-action, mutual interaction, and evolution. This unified framework encapsulates much of the previous work in the field. Furthermore, we illuminate the extensive applications of LLM-based MAS in two principal areas: problem-solving and world simulation. Finally, we discuss in detail several contemporary challenges and provide insights into potential future directions in this domain. "
"Red-teaming llm multi-agent systems via communication attacks","https://scispace.com/paper/red-teaming-llm-multi-agent-systems-via-communication-5r21xm4swbyl","2025","Journal Article","arXiv.org","Pengfei He
Yuping Lin
Shen Dong
Han Xu
Yue Xing
Hui Liu","10.48550/arxiv.2502.14847","https://aclanthology.org/2025.findings-acl.349.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses communication interception to attack LLM agents, directly addressing multi‑agent security. Mentions cross‑agent message manipulation, hinting at lateral spread, but lacks trust, provenance, or memory protection discussions.",""
"OS Agents: A Survey on MLLM-based Agents for General Computing Devices Use","https://scispace.com/paper/os-agents-a-survey-on-mllm-based-agents-for-general-t5yjndl7tuc5","2025","Journal Article","arXiv.org","Xueyu Hu
Tao Xiong
Biao Yi
Zishu Wei
Ruixuan Xiao
Yurun Chen
Jiasheng Ye
Meiling Tao
Xiangxin Zhou
Ziyu Zhao
Yuhuai Li
Shengze Xu
Shenzhi Wang
Xinchen Xu
Shuofei Qiao
Zhaokai Wang
Kun Kuang
Tieyong Zeng
Liang Wang
Jiwei Li
Y. Jiang
Wangchunshu Zhou
Guoyin Wang
Keting Yin
Zhou Zhao
Hongxia Yang
Fan Wu
Shengyu Zhang
Fei Wu","10.48550/arxiv.2508.04482","https://scispace.compdf/os-agents-a-survey-on-mllm-based-agents-for-general-t5yjndl7tuc5.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey details MLLM agent threats and defenses, offering a broad security overview. Lacks a unified scenario linking lateral movement, trust provenance, and AI memory.","The dream to create AI assistants as capable and versatile as the fictional J.A.R.V.I.S from Iron Man has long captivated imaginations. With the evolution of (multi-modal) large language models ((M)LLMs), this dream is closer to reality, as (M)LLM-based Agents using computing devices (e.g., computers and mobile phones) by operating within the environments and interfaces (e.g., Graphical User Interface (GUI)) provided by operating systems (OS) to automate tasks have significantly advanced. This paper presents a comprehensive survey of these advanced agents, designated as OS Agents. We begin by elucidating the fundamentals of OS Agents, exploring their key components including the environment, observation space, and action space, and outlining essential capabilities such as understanding, planning, and grounding. We then examine methodologies for constructing OS Agents, focusing on domain-specific foundation models and agent frameworks. A detailed review of evaluation protocols and benchmarks highlights how OS Agents are assessed across diverse tasks. Finally, we discuss current challenges and identify promising directions for future research, including safety and privacy, personalization and self-evolution. This survey aims to consolidate the state of OS Agents research, providing insights to guide both academic inquiry and industrial development. An open-source GitHub repository is maintained as a dynamic resource to foster further innovation in this field. We present a 9-page version of our work, accepted by ACL 2025, to provide a concise overview to the domain."
"LLM-Assisted Proactive Threat Intelligence for Automated Reasoning","https://scispace.com/paper/llm-assisted-proactive-threat-intelligence-for-automated-hxrlc9c9hx7d","2025","Journal Article","arXiv.org","Shuva Paul
Farhad Alemi
Richard Macwan","10.48550/arxiv.2504.00428","https://scispace.compdf/llm-assisted-proactive-threat-intelligence-for-automated-hxrlc9c9hx7d.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs for proactive threat intelligence via retrieval‑augmented generation; touches on data provenance in intel pipelines, but lacks multi‑agent, lateral‑movement, trust‑lineage, and AI‑memory security discussions.",""
"SoK: The Privacy Paradox of Large Language Models: Advancements, Privacy Risks, and Mitigation","https://scispace.com/paper/sok-the-privacy-paradox-of-large-language-models-z9elwg4ryrkj","2025","Journal Article","arXiv.org","Yashothara Shanmugarasa
Ming Ding
M. Chamikara
Thierry Rakotoarivelo","10.1145/3708821.3733888","https://scispace.compdf/sok-the-privacy-paradox-of-large-language-models-z9elwg4ryrkj.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on privacy defenses for tool‑using LLM agents (encryption, shuffling, AirGapAgent). Addresses multi‑agent security but lacks integrated attack scenarios, provenance tracking, or AI memory discussion.",""
"Exploring the Role of Large Language Models in Cybersecurity: A Systematic Survey","https://scispace.com/paper/exploring-the-role-of-large-language-models-in-cybersecurity-xwi5yocsscib","2025","Journal Article","arXiv.org","Shuang Tian
Tao Zhang
Jiqiang Liu
Jiacheng Wang
Xuan Gou Wu
Xiaoqiang Zhu
Ruichen Zhang
Weiting Zhang
Zhenhui Yuan
Shiwen Mao
Dong In Kim","10.48550/arxiv.2504.15622","https://scispace.compdf/exploring-the-role-of-large-language-models-in-cybersecurity-xwi5yocsscib.pdf","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey covers LLM applications in cybersecurity broadly, but lacks multi‑agent focus, lateral‑movement scenarios, provenance mechanisms, or detailed AI memory protection discussions.",""
"The Best Defense is a Good Offense: Countering LLM-Powered Cyberattacks","https://scispace.com/paper/the-best-defense-is-a-good-offense-countering-llm-powered-5u9hi65evkt7","2024","Journal Article","","Daniel Ayzenshteyn
Roy Weiss
Yisroel Mirsky","10.48550/arxiv.2410.15396","https://scispace.compdf/the-best-defense-is-a-good-offense-countering-llm-powered-5u9hi65evkt7.pdf","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM memory limits as a defensive angle, but lacks multi‑agent, lateral‑movement, and provenance discussions; overall focus is on single‑agent attack mitigation.","As large language models (LLMs) continue to evolve, their potential use in automating cyberattacks becomes increasingly likely. With capabilities such as reconnaissance, exploitation, and command execution, LLMs could soon become integral to autonomous cyber agents, capable of launching highly sophisticated attacks. In this paper, we introduce novel defense strategies that exploit the inherent vulnerabilities of attacking LLMs. By targeting weaknesses such as biases, trust in input, memory limitations, and their tunnel-vision approach to problem-solving, we develop techniques to mislead, delay, or neutralize these autonomous agents. We evaluate our defenses under black-box conditions, starting with single prompt-response scenarios and progressing to real-world tests using custom-built CTF machines. Our results show defense success rates of up to 90\%, demonstrating the effectiveness of turning LLM vulnerabilities into defensive strategies against LLM-driven cyber threats. "
"Navigating Trust and Safety in Multi-Agent Reinforcement Learning: Attacks, Defenses, and Future Directions","https://scispace.com/paper/navigating-trust-and-safety-in-multi-agent-reinforcement-5syx2dqw9q8p","2024","Journal Article","International Journal of Scientific Research in Science and Technology","Divya Challa","10.32628/ijsrst2411448","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews MARL trust and safety attacks and defenses, but focuses on general reinforcement learning agents, not LLMs, lateral movement, provenance, or AI memory specifics.","Multi-Agent Reinforcement Learning (MARL) is a key framework for building intelligent systems where multiple agents operate within a shared environment, with applications spanning autonomous driving, robotics, and distributed control systems. However, real-world deployment of MARL brings significant trust and safety challenges, as these systems are susceptible to a range of attacks that can compromise their robustness and reliability. This paper provides a comprehensive review of trust and safety attacks in MARL, categorizing various types of attacks and their implications. We explore existing defense mechanisms designed to mitigate these threats, highlighting their strengths and limitations. Additionally, we identify open challenges that remain unaddressed and propose potential future research directions to enhance the robustness and security of MARL systems. "
"A Multi-Agent LLM Defense Pipeline Against Prompt Injection Attacks","https://scispace.com/paper/a-multi-agent-llm-defense-pipeline-against-prompt-injection-znh193viz5c9","2025","Journal Article","","Mridha, M. F.
Shin Jungpil","10.48550/arxiv.2509.14285","https://scispace.compdf/a-multi-agent-llm-defense-pipeline-against-prompt-injection-znh193viz5c9.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a coordinated multi‑agent pipeline to detect and neutralize prompt injection attacks, but does not address lateral movement, trust provenance, lineage tracking, or AI memory aspects.","Prompt injection attacks represent a major vulnerability in Large Language Model (LLM) deployments, where malicious instructions embedded in user inputs can override system prompts and induce unintended behaviors. This paper presents a novel multi-agent defense framework that employs specialized LLM agents in coordinated pipelines to detect and neutralize prompt injection attacks in real-time. We evaluate our approach using two distinct architectures: a sequential chain-of-agents pipeline and a hierarchical coordinator-based system. Our comprehensive evaluation on 55 unique prompt injection attacks, grouped into 8 categories and totaling 400 attack instances across two LLM platforms (ChatGLM and Llama2), demonstrates significant security improvements. Without defense mechanisms, baseline Attack Success Rates (ASR) reached 30% for ChatGLM and 20% for Llama2. Our multi-agent pipeline achieved 100% mitigation, reducing ASR to 0% across all tested scenarios. The framework demonstrates robustness across multiple attack categories including direct overrides, code execution attempts, data exfiltration, and obfuscation techniques, while maintaining system functionality for legitimate queries. "
"Bridging AI and Software Security: A Comparative Vulnerability Assessment of LLM Agent Deployment Paradigms","https://scispace.com/paper/bridging-ai-and-software-security-a-comparative-q59i9f6jbftv","2025","Journal Article","arXiv.org","Tarek Gasmi
Ramzi Guesmi
Ines Belhadj
Jihene Bennaceur","10.48550/arxiv.2507.06323","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a comparative vulnerability assessment of LLM agent deployment architectures, testing thousands of prompt‑injection and software‑level attacks, but lacks discussion of lateral movement, provenance, or memory management.","Large Language Model (LLM) agents face security vulnerabilities spanning AI-specific and traditional software domains, yet current research addresses these separately. This study bridges this gap through comparative evaluation of Function Calling architecture and Model Context Protocol (MCP) deployment paradigms using a unified threat classification framework. We tested 3,250 attack scenarios across seven language models, evaluating simple, composed, and chained attacks targeting both AI-specific threats (prompt injection) and software vulnerabilities (JSON injection, denial-of-service). Function Calling showed higher overall attack success rates (73.5% vs 62.59% for MCP), with greater system-centric vulnerability while MCP exhibited increased LLM-centric exposure. Attack complexity dramatically amplified effectiveness, with chained attacks achieving 91-96% success rates. Counterintuitively, advanced reasoning models demonstrated higher exploitability despite better threat detection. Results demonstrate that architectural choices fundamentally reshape threat landscapes. This work establishes methodological foundations for cross-domain LLM agent security assessment and provides evidence-based guidance for secure deployment. Code and experimental materials are available at https: // github. com/ theconsciouslab-ai/llm-agent-security."
"HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration
  Testing","https://scispace.com/paper/hacksynth-llm-agent-and-evaluation-framework-for-autonomous-26xgxudmd4v6","2024","Journal Article","","Lajos Muzsai
David Imolai
András Lukács","10.48550/arxiv.2412.01778","https://scispace.compdf/hacksynth-llm-agent-and-evaluation-framework-for-autonomous-26xgxudmd4v6.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses LLM agents for penetration testing but lacks integrated scenario, lateral movement, provenance, or memory protection details; only touches multi‑agent security broadly.","We introduce HackSynth, a novel Large Language Model (LLM)-based agent capable of autonomous penetration testing. HackSynth's dual-module architecture includes a Planner and a Summarizer, which enable it to generate commands and process feedback iteratively. To benchmark HackSynth, we propose two new Capture The Flag (CTF)-based benchmark sets utilizing the popular platforms PicoCTF and OverTheWire. These benchmarks include two hundred challenges across diverse domains and difficulties, providing a standardized framework for evaluating LLM-based penetration testing agents. Based on these benchmarks, extensive experiments are presented, analyzing the core parameters of HackSynth, including creativity (temperature and top-p) and token utilization. Multiple open source and proprietary LLMs were used to measure the agent's capabilities. The experiments show that the agent performed best with the GPT-4o model, better than what the GPT-4o's system card suggests. We also discuss the safety and predictability of HackSynth's actions. Our findings indicate the potential of LLM-based agents in advancing autonomous penetration testing and the importance of robust safeguards. HackSynth and the benchmarks are publicly available to foster research on autonomous cybersecurity solutions. "
"Trust in LLM-controlled Robotics: a Survey of Security Threats, Defenses and Challenges","https://scispace.com/paper/trust-in-llm-controlled-robotics-a-survey-of-security-igjt5q7bbj2j","2025","Journal Article","","Xinyu Huang
Shyam Karthick V B
Taozhao Chen
Dr Mitch Bryson
Thomas Chaffey
Huaming Chen
Kim‐Kwang Raymond Choo
Ian R. Manchester","10.48550/arxiv.2601.02377","","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey focuses on LLM‑robotic threats and defenses; mentions multi‑LLM oversight but lacks integrated scenario, lateral‑movement, provenance, or AI memory discussions.","The integration of Large Language Models (LLMs) into robotics has revolutionized their ability to interpret complex human commands and execute sophisticated tasks. However, such paradigm shift introduces critical security vulnerabilities stemming from the ''embodiment gap'', a discord between the LLM's abstract reasoning and the physical, context-dependent nature of robotics. While security for text-based LLMs is an active area of research, existing solutions are often insufficient to address the unique threats for the embodied robotic agents, where malicious outputs manifest not merely as harmful text but as dangerous physical actions. In this work, we present a systematic survey, summarizing the emerging threat landscape and corresponding defense strategies for LLM-controlled robotics. Specifically, we discuss a comprehensive taxonomy of attack vectors, covering topics such as jailbreaking, backdoor attacks, and multi-modal prompt injection. In response, we analyze and categorize a range of defense mechanisms, from formal safety specifications and runtime enforcement to multi-LLM oversight and prompt hardening. Furthermore, we review key datasets and benchmarks used to evaluate the robustness of these embodied systems. By synthesizing current research, this work highlights the urgent need for context-aware security solutions and provides a foundational roadmap for the development of safe, secure, and reliable LLM-controlled robotics. "
"NetSafe: Exploring the Topological Safety of Multi-agent Networks","https://scispace.com/paper/netsafe-exploring-the-topological-safety-of-multi-agent-4d9xqgfxvy11","2024","Journal Article","","Miao Yu
Shilong Wang
Guibin Zhang
Junyuan Mao
Chunhua Yin
Qijiong Liu
Qingsong Wen
Li Wang
Yang Wang","10.48550/arxiv.2410.15686","https://scispace.compdf/netsafe-exploring-the-topological-safety-of-multi-agent-4d9xqgfxvy11.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Explores safety of multi‑agent topologies under misinformation, bias, and harmful‑info attacks; lacks LLM focus, trust/provenance, lateral‑movement, and AI memory discussions.","Large language models (LLMs) have empowered nodes within multi-agent networks with intelligence, showing growing applications in both academia and industry. However, how to prevent these networks from generating malicious information remains unexplored with previous research on single LLM's safety be challenging to transfer. In this paper, we focus on the safety of multi-agent networks from a topological perspective, investigating which topological properties contribute to safer networks. To this end, we propose a general framework, NetSafe along with an iterative RelCom interaction to unify existing diverse LLM-based agent frameworks, laying the foundation for generalized topological safety research. We identify several critical phenomena when multi-agent networks are exposed to attacks involving misinformation, bias, and harmful information, termed as Agent Hallucination and Aggregation Safety. Furthermore, we find that highly connected networks are more susceptible to the spread of adversarial attacks, with task performance in a Star Graph Topology decreasing by 29.7%. Besides, our proposed static metrics aligned more closely with real-world dynamic evaluations than traditional graph-theoretic metrics, indicating that networks with greater average distances from attackers exhibit enhanced safety. In conclusion, our work introduces a new topological perspective on the safety of LLM-based multi-agent networks and discovers several unreported phenomena, paving the way for future research to explore the safety of such networks. "
"Security Concerns for Large Language Models: A Survey","https://scispace.com/paper/security-concerns-for-large-language-models-a-survey-8dpklfmzfby1","2025","Journal Article","arXiv.org","Miles Q. Li
Benjamin C. M. Fung","10.48550/arxiv.2505.18889","https://scispace.compdf/security-concerns-for-large-language-models-a-survey-8dpklfmzfby1.pdf","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey covers general LLM threats and defenses, but lacks focus on multi‑agent contexts, lateral movement, provenance, or memory-specific security aspects.","Large Language Models (LLMs) such as ChatGPT and its competitors have caused a revolution in natural language processing, but their capabilities also introduce new security vulnerabilities. This survey provides a comprehensive overview of these emerging concerns, categorizing threats into several key areas: prompt injection and jailbreaking; adversarial attacks, including input perturbations and data poisoning; misuse by malicious actors to generate disinformation, phishing emails, and malware; and the worrisome risks inherent in autonomous LLM agents. Recently, a significant focus is increasingly being placed on the latter, exploring goal misalignment, emergent deception, self-preservation instincts, and the potential for LLMs to develop and pursue covert, misaligned objectives, a behavior known as scheming, which may even persist through safety training. We summarize recent academic and industrial studies from 2022 to 2025 that exemplify each threat, analyze proposed defenses and their limitations, and identify open challenges in securing LLM-based applications. We conclude by emphasizing the importance of advancing robust, multi-layered security strategies to ensure LLMs are safe and beneficial."
"Breaking Agent Backbones: Evaluating the Security of Backbone LLMs in AI Agents","https://scispace.com/paper/breaking-agent-backbones-evaluating-the-security-of-backbone-70yn5y29fpju","2025","Journal Article","","Mathys, Max
Rojas-Carulla, Mateo
Davies, Xander
Souly, Alexandra
Pfister, Niklas","10.48550/arxiv.2510.22620","","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on backbone LLM security in single agents, benchmark creation, and reasoning vs. security; does not address multi‑agent scenarios, lateral movement, provenance, or memory aspects.","AI agents powered by large language models (LLMs) are being deployed at scale, yet we lack a systematic understanding of how the choice of backbone LLM affects agent security. The non-deterministic sequential nature of AI agents complicates security modeling, while the integration of traditional software with AI components entangles novel LLM vulnerabilities with conventional security risks. Existing frameworks only partially address these challenges as they either capture specific vulnerabilities only or require modeling of complete agents. To address these limitations, we introduce threat snapshots: a framework that isolates specific states in an agent's execution flow where LLM vulnerabilities manifest, enabling the systematic identification and categorization of security risks that propagate from the LLM to the agent level. We apply this framework to construct the $\operatorname{b}^3$ benchmark, a security benchmark based on 194331 unique crowdsourced adversarial attacks. We then evaluate 31 popular LLMs with it, revealing, among other insights, that enhanced reasoning capabilities improve security, while model size does not correlate with security. We release our benchmark, dataset, and evaluation code to facilitate widespread adoption by LLM providers and practitioners, offering guidance for agent developers and incentivizing model developers to prioritize backbone security improvements. "
"On the Surprising Efficacy of LLMs for Penetration-Testing","https://scispace.com/paper/on-the-surprising-efficacy-of-llms-for-penetration-testing-op192i3p1r1h","2025","Journal Article","arXiv.org","A. Happe
Jürgen Cito","10.48550/arxiv.2507.00829","https://scispace.compdf/on-the-surprising-efficacy-of-llms-for-penetration-testing-op192i3p1r1h.pdf","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on LLM evolution, tool‑calling, and agentic AI without discussing security scenarios, multi‑agent threat models, lateral movement, provenance, or memory protection.","This paper presents a critical examination of the surprising efficacy of Large Language Models (LLMs) in penetration testing. The paper thoroughly reviews the evolution of LLMs and their rapidly expanding capabilities which render them increasingly suitable for complex penetration testing operations. It systematically details the historical adoption of LLMs in both academic research and industry, showcasing their application across various offensive security tasks and covering broader phases of the cyber kill chain. Crucially, the analysis also extends to the observed adoption of LLMs by malicious actors, underscoring the inherent dual-use challenge of this technology within the security landscape. The unexpected effectiveness of LLMs in this context is elucidated by several key factors: the strong alignment between penetration testing's reliance on pattern-matching and LLMs'core strengths, their inherent capacity to manage uncertainty in dynamic environments, and cost-effective access to competent pre-trained models through LLM providers. The current landscape of LLM-aided penetration testing is categorized into interactive'vibe-hacking'and the emergence of fully autonomous systems. The paper identifies and discusses significant obstacles impeding wider adoption and safe deployment. These include critical issues concerning model reliability and stability, paramount safety and security concerns, substantial monetary and ecological costs, implications for privacy and digital sovereignty, complex questions of accountability, and profound ethical dilemmas. This comprehensive review and analysis provides a foundation for discussion on future research directions and the development of robust safeguards at the intersection of AI and security."
"Exploring Vulnerabilities and Protections in Large Language Models: A
  Survey","https://scispace.com/paper/exploring-vulnerabilities-and-protections-in-large-language-44yolaqzca","2024","Preprint","","Frank Weizhen Liu
Chenhui Hu","10.48550/arxiv.2406.00240","https://scispace.compdf/exploring-vulnerabilities-and-protections-in-large-language-44yolaqzca.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey covers prompt injection, jailbreaking, data poisoning, and backdoors for single LLMs; does not address multi‑agent contexts, lateral movement, provenance, or memory aspects.","As Large Language Models (LLMs) increasingly become key components in various AI applications, understanding their security vulnerabilities and the effectiveness of defense mechanisms is crucial. This survey examines the security challenges of LLMs, focusing on two main areas: Prompt Hacking and Adversarial Attacks, each with specific types of threats. Under Prompt Hacking, we explore Prompt Injection and Jailbreaking Attacks, discussing how they work, their potential impacts, and ways to mitigate them. Similarly, we analyze Adversarial Attacks, breaking them down into Data Poisoning Attacks and Backdoor Attacks. This structured examination helps us understand the relationships between these vulnerabilities and the defense strategies that can be implemented. The survey highlights these security challenges and discusses robust defensive frameworks to protect LLMs against these threats. By detailing these security issues, the survey contributes to the broader discussion on creating resilient AI systems that can resist sophisticated attacks. "
"Towards Safe LLMs Integration","https://scispace.com/paper/towards-safe-llms-integration-2suznyu9zs","2024","Book Chapter","","Subhabrata Majumdar
Terry Vogelsang","10.1007/978-3-031-54827-7_27","https://scispace.compdf/towards-safe-llms-integration-2suznyu9zs.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on sandbox breakout mitigation for single‑agent LLM deployments; does not discuss multi‑agent contexts, lateral movement, trust provenance, or AI memory.","Abstract LLMs face a critical vulnerability known as sandbox breakout, where attackers bypass the system designers’ limitations to prevent malicious access to the resources for which the LLM agent is a user interface. Thus, they can access the system and potentially steal data, change the interaction with other users, or inject malicious code or contents into underlying databases. Therefore, it is essential to identify and address vulnerabilities that could be exploited to break out of the sandbox. These vulnerabilities could exist in the sandbox, the operating system, or the LLM’s software dependencies. To mitigate the risk of LLM sandbox breakout, robust security measures, such as regular model updates, automated model red-teaming, testing, and access control policies, must be implemented. In addition, sandboxing should be enforced at multiple levels to reduce the attack surface and prevent attackers from accessing critical systems. By implementing these measures, the risk of LLM sandbox breakout can be significantly reduced, and the security and reliability of LLM-based applications can be improved. "
"Large Language Models in Cybersecurity: Applications, Vulnerabilities, and Defense Techniques","https://scispace.com/paper/large-language-models-in-cybersecurity-applications-rpu6hfaqo0gm","2025","Journal Article","arXiv.org","Niveen O. Jaffal
Mohammed Alkhanafseh
David Mohaisen","10.48550/arxiv.2507.13629","https://scispace.compdf/large-language-models-in-cybersecurity-applications-rpu6hfaqo0gm.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on using LLMs for threat intelligence, alert prioritization, and malware analysis; does not discuss multi‑agent setups, lateral movement, provenance, or AI memory.","Large Language Models (LLMs) are transforming cybersecurity by enabling intelligent, adaptive, and automated approaches to threat detection, vulnerability assessment, and incident response. With their advanced language understanding and contextual reasoning, LLMs surpass traditional methods in tackling challenges across domains such as IoT, blockchain, and hardware security. This survey provides a comprehensive overview of LLM applications in cybersecurity, focusing on two core areas: (1) the integration of LLMs into key cybersecurity domains, and (2) the vulnerabilities of LLMs themselves, along with mitigation strategies. By synthesizing recent advancements and identifying key limitations, this work offers practical insights and strategic recommendations for leveraging LLMs to build secure, scalable, and future-ready cyber defense systems."
