"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Adversarial ML Problems Are Getting Harder to Solve and to Evaluate","https://scispace.com/paper/adversarial-ml-problems-are-getting-harder-to-solve-and-to-beipczaxfavq","2025","Journal Article","arXiv.org","Javier Rando
Jie Zhang
Nicholas Carlini
F. Tramèr","10.48550/arxiv.2502.02260","https://scispace.compdf/adversarial-ml-problems-are-getting-harder-to-solve-and-to-beipczaxfavq.pdf","- **Relevance Score:** 53/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses realistic AI agent environments to discuss prompt injection challenges; outlines attack concepts but lacks concrete stateful methods and defenses; provides extensive evaluation discussion; frames work within AI agent security.",""
"The attack and defense landscape of agentic ai: A comprehensive survey","https://scispace.com/paper/DhjYILm5YXgJ","","","","J Kim
X Liu
Z Wang
S Qiu
B Li
W Guo","","https://arxiv.org/pdf/2603.11088","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Provides a broad survey of AI agent security, covering prompt‑injection concerns and threat taxonomy, but lacks concrete attack/defense implementations and experimental benchmarks.",""
"Dynamic Moving Target Defense for Mitigating Targeted LLM Prompt Injection","https://scispace.com/paper/dynamic-moving-target-defense-for-mitigating-targeted-llm-1fprd0hfad","2024","Preprint","","Samuel Panterino
Matthew Fellington","10.36227/techrxiv.171822345.56781952/v1","","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses moving target defense to reduce LLM prompt injection success; provides experimental results, but focuses on generic LLMs rather than stateful agents, offering limited agent‑security context.","The increasing sophistication and capabilities of artificial intelligence systems have brought about significant advancements in natural language processing, yet they have also exposed these systems to various security vulnerabilities, particularly targeted prompt injection attacks. The introduction of a moving target defence mechanism offers a novel and significant approach to mitigating these attacks through continuously altering the model’s parameters and configurations, thereby creating an unpredictable environment that complicates adversarial efforts. This research provides a comprehensive evaluation of the moving target defence mechanism, detailing the selection and categorization of prompt injection attacks, the development of dynamic defence techniques such as random parameter perturbation, model re-initialization, and dynamic context adjustments, and their seamless integration with the Mistral LLM. The experimental results indicate a substantial reduction in the attack success rate, maintaining high performance metrics while managing computational overhead efficiently. The findings highlight the practical applicability and potential for widespread adoption of the moving target defence mechanism in enhancing the security and resilience of large language models against sophisticated adversarial tactics. "
"SecAlign: Defending Against Prompt Injection with Preference Optimization","https://scispace.com/paper/http://arxiv.org/abs/2410.05451v3","2024","Preprint","","Sizhe Chen
Arman Zharmagambetov
Saeed Mahloujifar
Kamalika Chaudhuri
David Wagner
Chuan Guo","10.1145/3719027.3744836","https://arxiv.org/pdf/2410.05451v3","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses preference optimization to defend against prompt injection, evaluates success rates <10%, but focuses on generic LLM interfaces rather than stateful agents; describes attacks broadly and situates work within LLM security.","Large language models (LLMs) are becoming increasingly prevalent in modern software systems, interfacing between the user and the Internet to assist with tasks that require advanced language understanding. To accomplish these tasks, the LLM often uses external data sources such as user documents, web retrieval, results from API calls, etc. This opens up new avenues for attackers to manipulate the LLM via prompt injection. Adversarial prompts can be injected into external data sources to override the system's intended instruction and instead execute a malicious instruction. To mitigate this vulnerability, we propose a new defense called SecAlign based on the technique of preference optimization. Our defense first constructs a preference dataset with prompt-injected inputs, secure outputs (ones that respond to the legitimate instruction), and insecure outputs (ones that respond to the injection). We then perform preference optimization on this dataset to teach the LLM to prefer the secure output over the insecure one. This provides the first known method that reduces the success rates of various prompt injections to <10%, even against attacks much more sophisticated than ones seen during training. This indicates our defense generalizes well against unknown and yet-to-come attacks. Also, SecAlign models are still practical with similar utility to the one before defensive training in our evaluations. Our code is at https://github.com/facebookresearch/SecAlign"
"Advances in AI-Driven Cybersecurity: Tackling Prompt Injection Attacks through Adversarial Learning","https://scispace.com/paper/advances-in-ai-driven-cybersecurity-tackling-prompt-i5i2acx1p8no","2025","Journal Article","Journal of Engineering Issues and Solutions","Subash Ghimire
Suman Thapaliya","10.3126/joeis.v4i1.81604","","- **Relevance Score:** 51/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses adversarial prompt crafting to illustrate injection attacks; proposes adversarial training and sanitization defenses; evaluates on leading LLMs with benchmarks; lacks focus on stateful agents, only loosely ties to broader AI agent security.","The rapid adoption of large language models (LLMs) such as ChatGPT, Bard, and Claude has transformed human-computer interaction across various industries. However, this advancement introduces novel cybersecurity threats—particularly prompt injection attacks—that exploit the models’ instruction-following abilities to produce malicious or unintended outputs. Existing cybersecurity frameworks lack the capacity to counter these emerging threats, demanding AI- centric defense strategies. This study explores the role of adversarial machine learning in mitigating prompt injection vulnerabilities. We conduct a comprehensive analysis of how adversarial prompts are crafted to circumvent content filters, hijack model behavior, and extract sensitive data. Building upon recent advances in adversarial learning, we propose a robust defense framework that combines adversarial training with input sanitization techniques to detect and neutralize harmful prompts. The framework is evaluated on leading LLM platforms using both benchmark datasets and real- world scenarios. Results show enhanced resistance to both direct and indirect prompt injection attacks, with minimal compromise to model performance and responsiveness. By embedding adversarial robustness into the deployment lifecycle of LLMs, our work advances the development of secure and trustworthy AI systems. These findings emphasize the need for evolving AI-native security protocols aligned with the dynamic nature of generative models, ensuring safe and responsible AI deployment. "
"Meta SecAlign: A Secure Foundation LLM Against Prompt Injection Attacks","https://scispace.com/paper/meta-secalign-a-secure-foundation-llm-against-prompt-ha4wmdle6bci","2025","Journal Article","arXiv.org","Sizhe Chen
Arman Zharmagambetov
David Wagner","10.48550/arxiv.2507.02735","https://scispace.compdf/meta-secalign-a-secure-foundation-llm-against-prompt-ha4wmdle6bci.pdf","- **Relevance Score:** 51/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses SecAlign to reduce prompt injection success rates, proposes mitigation techniques, and evaluates on SEP, TaskTracker, CyberSecEval2 benchmarks; however, does not focus on stateful agents.","Prompt injection attacks pose a significant security threat to LLM-integrated applications. Model-level defenses have shown strong effectiveness, but are currently deployed into commercial-grade models in a closed-source manner. We believe open-source models are needed by the AI security community, where co-development of attacks and defenses through open research drives scientific progress in mitigation against prompt injection attacks. To this end, we develop Meta SecAlign, the first open-source and open-weight LLM with built-in model-level defense that achieves commercial-grade model performance. We provide complete details of our training recipe, which utilizes an improved version of the SOTA SecAlign defense. Evaluations on 9 utility benchmarks and 7 security benchmarks show that Meta SecAlign, despite being trained on a generic instruction-tuning dataset, confers security in unseen downstream tasks, including tool-calling and agentic web navigation, in addition general instruction-following. Our best model -- Meta-SecAlign-70B -- achieves state-of-the-art robustness against prompt injection attacks and comparable utility to closed-source commercial LLM with model-level defense."
"Security considerations for artificial intelligence agents","https://scispace.com/paper/bHO-0-mTZBEJ","","","","N Li
K Zhang
K Polley
J Ma","","https://arxiv.org/pdf/2603.12230","- **Relevance Score:** 47/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses indirect prompt injection in AI agents and outlines threat models, but lacks focus on stateful memory, offers few defenses, and provides no experimental benchmark, while framing the work within AI agent security.",""
"Security of AI Agents","https://scispace.com/paper/security-of-ai-agents-2dmf1kk0la","2024","Preprint","","Yusen He
E. Wang
Yuyang Rong
Zifei Cheng
Hao Chen","10.48550/arxiv.2406.08689","https://scispace.compdf/security-of-ai-agents-2dmf1kk0la.pdf","- **Relevance Score:** 46/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses AI agent security broadly and mentions prompt injection, but lacks detailed stateful attack methods, defenses, and systematic benchmarks; situates work within agent security field.","The study and development of AI agents have been boosted by large language models. AI agents can function as intelligent assistants and complete tasks on behalf of their users with access to tools and the ability to execute commands in their environments, Through studying and experiencing the workflow of typical AI agents, we have raised several concerns regarding their security. These potential vulnerabilities are not addressed by the frameworks used to build the agents, nor by research aimed at improving the agents. In this paper, we identify and describe these vulnerabilities in detail from a system security perspective, emphasizing their causes and severe effects. Furthermore, we introduce defense mechanisms corresponding to each vulnerability with meticulous design and experiments to evaluate their viability. Altogether, this paper contextualizes the security issues in the current development of AI agents and delineates methods to make AI agents safer and more reliable. "
"PromptSleuth: Detecting Prompt Injection via Semantic Intent Invariance","https://scispace.com/paper/promptsleuth-detecting-prompt-injection-via-semantic-intent-24osdbww3ucg","2025","Journal Article","arXiv.org","Mengxiao Wang
Yuxuan Zhang
Guofei Gu","10.48550/arxiv.2508.20890","https://scispace.compdf/promptsleuth-detecting-prompt-injection-via-semantic-intent-24osdbww3ucg.pdf","- **Relevance Score:** 46/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses semantic intent invariance to detect prompt injection; proposes PromptSleuth defense with extensive benchmark; discusses diverse manipulation strategies but not stateful agents, situating work in general LLM security.","Large Language Models (LLMs) are increasingly integrated into real-world applications, from virtual assistants to autonomous agents. However, their flexibility also introduces new attack vectors-particularly Prompt Injection (PI), where adversaries manipulate model behavior through crafted inputs. As attackers continuously evolve with paraphrased, obfuscated, and even multi-task injection strategies, existing benchmarks are no longer sufficient to capture the full spectrum of emerging threats. To address this gap, we construct a new benchmark that systematically extends prior efforts. Our benchmark subsumes the two widely-used existing ones while introducing new manipulation techniques and multi-task scenarios, thereby providing a more comprehensive evaluation setting. We find that existing defenses, though effective on their original benchmarks, show clear weaknesses under our benchmark, underscoring the need for more robust solutions. Our key insight is that while attack forms may vary, the adversary's intent-injecting an unauthorized task-remains invariant. Building on this observation, we propose PromptSleuth, a semantic-oriented defense framework that detects prompt injection by reasoning over task-level intent rather than surface features. Evaluated across state-of-the-art benchmarks, PromptSleuth consistently outperforms existing defense while maintaining comparable runtime and cost efficiency. These results demonstrate that intent-based semantic reasoning offers a robust, efficient, and generalizable strategy for defending LLMs against evolving prompt injection threats."
"FATH: Authentication-based Test-time Defense against Indirect Prompt
  Injection Attacks","https://scispace.com/paper/fath-authentication-based-test-time-defense-against-indirect-6golsdqclzje","2024","Journal Article","","Jiongxiao Wang
Fangzhou Wu
W Li
Jiawei Pan
G. Edward Suh
Zeyu Mao
Muhao Chen
Chaowei Xiao","10.48550/arxiv.2410.21492","https://scispace.compdf/fath-authentication-based-test-time-defense-against-indirect-6golsdqclzje.pdf","- **Relevance Score:** 46/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses FATH to defend against indirect prompt injection; details concrete attack templates and adaptive attacks; evaluates defenses on OpenPromptInjection+ and InjecAgent benchmarks; situates work within LLM security but does not focus on stateful agents.","Large language models (LLMs) have been widely deployed as the backbone with additional tools and text information for real-world applications. However, integrating external information into LLM-integrated applications raises significant security concerns. Among these, prompt injection attacks are particularly threatening, where malicious instructions injected in the external text information can exploit LLMs to generate answers as the attackers desire. While both training-time and test-time defense methods have been developed to mitigate such attacks, the unaffordable training costs associated with training-time methods and the limited effectiveness of existing test-time methods make them impractical. This paper introduces a novel test-time defense strategy, named Formatting AuThentication with Hash-based tags (FATH). Unlike existing approaches that prevent LLMs from answering additional instructions in external text, our method implements an authentication system, requiring LLMs to answer all received instructions with a security policy and selectively filter out responses to user instructions as the final output. To achieve this, we utilize hash-based authentication tags to label each response, facilitating accurate identification of responses according to the user's instructions and improving the robustness against adaptive attacks. Comprehensive experiments demonstrate that our defense method can effectively defend against indirect prompt injection attacks, achieving state-of-the-art performance under Llama3 and GPT3.5 models across various attack methods. Our code is released at: https://github.com/Jayfeather1024/FATH "
"DoomArena: A framework for Testing AI Agents Against Evolving Security Threats","https://scispace.com/paper/doomarena-a-framework-for-testing-ai-agents-against-evolving-ewy7zlojnf87","2025","Journal Article","arXiv.org","Léo Boisvert
Mihir Bansal
Chandra Kiran Reddy Evuru
Gabriel Huang
Abhay Puri
Avinandan Bose
Maryam Fazel
Quentin Cappart
Jason Stanley
Alexandre Lacoste
Alexandre Drouin
Krishnamurthy Dvijotham","10.48550/arxiv.2504.14064","https://scispace.compdf/doomarena-a-framework-for-testing-ai-agents-against-evolving-ewy7zlojnf87.pdf","- **Relevance Score:** 46/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses modular framework to test AI agents, providing realistic security benchmarks and evaluation tools; covers broad attack modeling but lacks prompt‑injection focus and concrete defenses.",""
"AgentDAM: Privacy Leakage Evaluation for Autonomous Web Agents","https://scispace.com/paper/agentdam-privacy-leakage-evaluation-for-autonomous-web-m3utlbdrevb8","2025","Journal Article","arXiv.org","Arman Zharmagambetov
Chuan Guo
Ivan Evtimov
Maya Pavlova
Ruslan Salakhutdinov
Kamalika Chaudhuri","10.48550/arxiv.2503.09780","https://scispace.compdf/agentdam-privacy-leakage-evaluation-for-autonomous-web-m3utlbdrevb8.pdf","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses privacy leakage framework for autonomous web agents, mentions prompt injection threats but lacks detailed stateful attack/defense methods; includes some evaluation and situates work within AI agent security.",""
"Evaluating Prompt Injection Safety in Large Language Models Using the PromptBench Dataset","https://scispace.com/paper/evaluating-prompt-injection-safety-in-large-language-models-1674qva8tm","2024","Preprint","","Xiatong Sang
Min Gu
Hong Chi","10.31219/osf.io/7zck8","https://scispace.compdf/evaluating-prompt-injection-safety-in-large-language-models-1674qva8tm.pdf","- **Relevance Score:** 42/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses PromptBench to evaluate prompt injection safety in LLMs, providing systematic metrics; lacks focus on stateful agents, concrete attack models, or defenses specific to such agents, though it touches on general AI safety concerns.","The safety evaluation of large language models against adversarial prompt injections introduces a novel and significant concept that addresses the critical need for robust AI systems. The research presented offers a comprehensive analysis of Anthropic Claude and Mistral Large, utilizing the Microsoft PromptBench dataset to assess their resilience to adversarial manipulations. Anthropic Claude demonstrated superior performance across multiple metrics, including response accuracy, context preservation, and semantic consistency, highlighting the effectiveness of advanced safety mechanisms. Conversely, Mistral Large exhibited areas for improvement, particularly in handling context and semantic manipulations. The findings show the importance of integrating sophisticated safety protocols in AI development, providing valuable insights for creating secure and reliable AI systems. By systematically comparing the models' robustness to various adversarial scenarios, the study contributes to the broader understanding of AI safety and paves the way for future advancements in the field. "
"AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents","https://scispace.com/paper/agentharm-a-benchmark-for-measuring-harmfulness-of-llm-39jobtg3ovlc","2024","Journal Article","","Maksym Andriushchenko
Alexandra Souly
Mateusz Dziemian
Derek Duenas
Maxwell Lin
Justin Wang
Dan Hendrycks
Andy Zou
Zico Kolter
Matt Fredrikson
Eric Winsor
Jerome Wynne
Yarin Gal
Xander Davies","10.48550/arxiv.2410.09024","https://scispace.compdf/agentharm-a-benchmark-for-measuring-harmfulness-of-llm-39jobtg3ovlc.pdf","- **Relevance Score:** 42/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Introduces AgentHarm benchmark for multi‑turn LLM agents, evaluates malicious task success, but lacks focus on prompt injection techniques, defenses, and detailed attack taxonomy.","The robustness of LLMs to jailbreak attacks, where users design prompts to circumvent safety measures and misuse model capabilities, has been studied primarily for LLMs acting as simple chatbots. Meanwhile, LLM agents -- which use external tools and can execute multi-stage tasks -- may pose a greater risk if misused, but their robustness remains underexplored. To facilitate research on LLM agent misuse, we propose a new benchmark called AgentHarm. The benchmark includes a diverse set of 110 explicitly malicious agent tasks (440 with augmentations), covering 11 harm categories including fraud, cybercrime, and harassment. In addition to measuring whether models refuse harmful agentic requests, scoring well on AgentHarm requires jailbroken agents to maintain their capabilities following an attack to complete a multi-step task. We evaluate a range of leading LLMs, and find (1) leading LLMs are surprisingly compliant with malicious agent requests without jailbreaking, (2) simple universal jailbreak templates can be adapted to effectively jailbreak agents, and (3) these jailbreaks enable coherent and malicious multi-step agent behavior and retain model capabilities. To enable simple and reliable evaluation of attacks and defenses for LLM-based agents, we publicly release AgentHarm at https://huggingface.co/datasets/ai-safety-institute/AgentHarm. "
"Defending Against Prompt Injection With a Few DefensiveTokens","https://scispace.com/paper/defending-against-prompt-injection-with-a-few-wqrh3ustqrhm","2025","Journal Article","arXiv.org","Sizhe Chen
Yizhu Wang
Nicholas Carlini
Chawin Sitawarin
David Wagner","10.48550/arxiv.2507.07974","https://scispace.compdf/defending-against-prompt-injection-with-a-few-wqrh3ustqrhm.pdf","- **Relevance Score:** 41/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses defensive tokens to mitigate prompt injection; evaluates defenses experimentally. Does not focus on stateful agents or detailed attack models, but fits broader LLM security.","When large language model (LLM) systems interact with external data to perform complex tasks, a new attack, namely prompt injection, becomes a significant threat. By injecting instructions into the data accessed by the system, the attacker is able to override the initial user task with an arbitrary task directed by the attacker. To secure the system, test-time defenses, e.g., defensive prompting, have been proposed for system developers to attain security only when needed in a flexible manner. However, they are much less effective than training-time defenses that change the model parameters. Motivated by this, we propose DefensiveToken, a test-time defense with prompt injection robustness comparable to training-time alternatives. DefensiveTokens are newly inserted as special tokens, whose embeddings are optimized for security. In security-sensitive cases, system developers can append a few DefensiveTokens before the LLM input to achieve security with a minimal utility drop. In scenarios where security is less of a concern, developers can simply skip DefensiveTokens; the LLM system remains the same as there is no defense, generating high-quality responses. Thus, DefensiveTokens, if released alongside the model, allow a flexible switch between the state-of-the-art (SOTA) utility and almost-SOTA security at test time. The code is available at https://github.com/Sizhe-Chen/DefensiveToken."
"The Comprehensive Review on Prompt Injection Attacks and Defense Mechanisms in Large Language Models","https://scispace.com/paper/the-comprehensive-review-on-prompt-injection-attacks-and-0yst5llfwzpp","2025","Journal Article","Science and technology of engineering, chemistry and environmental protection","Qingtian Wang","10.61173/390f5h97","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews numerous prompt injection techniques and defenses, but focuses on general LLMs rather than stateful agents; lacks experimental benchmarks; situates work within broader AI security.","This review analyzes prompt injection attacks in large language models (LLMs) from 2019 to 2025, addressing critical security challenges as models like ChatGPT proliferate across sectors. We synthesize advances in detection, classification, and mitigation strategies, proposing a tripartite framework categorizing attacks by vector (text/image/speech), mechanism (semantic manipulation, resource exploitation), and impact (data breaches, privacy theft). Key attack vectors include the GCG algorithm, DAN jailbreaks, and resource-exhaustion tactics (e.g., Engorgio). Current defenses are evaluated for efficacy, highlighting scalability gaps and trade-offs between security and model utility. Future priorities include adaptive defense systems leveraging reinforcement learning, interdisciplinary collaboration to address ethical-technical intersections, and open threat intelligence networks for proactive vulnerability management. This work equips researchers and practitioners with actionable strategies to secure LLM ecosystems against evolving adversarial threats. "
"MRMMIA: Membership Inference Attacks on Memory in Chat Agents","https://scispace.com/paper/http://arxiv.org/abs/2605.27825v1","2026","Preprint","","Kai Chen
Yan Pang
Tianhao Wang","","https://arxiv.org/pdf/2605.27825v1","- **Relevance Score:** 36/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses membership inference to probe chat-agent memory, providing strong empirical evaluation and situating work within AI agent security, but lacks prompt‑injection focus and defenses.","Membership inference attacks (MIAs) test whether a target data record belongs to a system's private data, and have become a standard tool to measure privacy leakage in machine learning systems. Prior work has primarily focused on training corpora or retrieval databases. However, MIAs against agent memory have received less attention, even though such memory can contain sensitive user-agent interactions, retrieved facts, and user preferences. Therefore, in this work, we focus on chat agent memory MIAs, where an adversary infers whether a candidate memory unit belongs to the chat agent's memory store. We propose Multi-Recall Memory MIA (MRMMIA), a unified attack that utilizes multiple recall probes to the agent to extract the membership signal across black-box, gray-box, and white-box settings. Our experiments demonstrate that MRMMIA consistently outperforms baselines. Our results expose the privacy risk in agents and provide an initial evaluation framework for membership leakage in chat-agent memory systems."
"Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents","https://scispace.com/paper/http://arxiv.org/abs/2402.11208v2","2024","Preprint","","Wenkai Yang
Xiaohan Bi
Yankai Lin
Sishuo Chen
Jie Zhou
Xu Sun","","https://arxiv.org/pdf/2402.11208v2","- **Relevance Score:** 36/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses backdoor attacks to expose severe vulnerabilities in LLM agents; provides extensive experiments measuring success rates, but lacks prompt‑injection focus and defensive proposals.","Driven by the rapid development of Large Language Models (LLMs), LLM-based agents have been developed to handle various real-world applications, including finance, healthcare, and shopping, etc. It is crucial to ensure the reliability and security of LLM-based agents during applications. However, the safety issues of LLM-based agents are currently under-explored. In this work, we take the first step to investigate one of the typical safety threats, backdoor attack, to LLM-based agents. We first formulate a general framework of agent backdoor attacks, then we present a thorough analysis of different forms of agent backdoor attacks. Specifically, compared with traditional backdoor attacks on LLMs that are only able to manipulate the user inputs and model outputs, agent backdoor attacks exhibit more diverse and covert forms: (1) From the perspective of the final attacking outcomes, the agent backdoor attacker can not only choose to manipulate the final output distribution, but also introduce the malicious behavior in an intermediate reasoning step only, while keeping the final output correct. (2) Furthermore, the former category can be divided into two subcategories based on trigger locations, in which the backdoor trigger can either be hidden in the user query or appear in an intermediate observation returned by the external environment. We implement the above variations of agent backdoor attacks on two typical agent tasks including web shopping and tool utilization. Extensive experiments show that LLM-based agents suffer severely from backdoor attacks and such backdoor vulnerability cannot be easily mitigated by current textual backdoor defense algorithms. This indicates an urgent need for further research on the development of targeted defenses against backdoor attacks on LLM-based agents. Warning: This paper may contain biased content."
"Future Trends in Securing Autonomous AI Agents","https://scispace.com/paper/future-trends-in-securing-autonomous-ai-agents-vp3fit2j5tjl","2025","Journal Article","Advances in computational intelligence and robotics book series","Ryan Yates","10.4018/979-8-3373-6876-4.ch010","","- **Relevance Score:** 35/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses broad security risks and defenses for autonomous agents, but lacks prompt‑injection focus, concrete attack details, and experimental benchmarks.","The rapid evolution of autonomous AI agents has introduced unprecedented opportunities across domains such as finance, healthcare, defense, and smart infrastructure. However, these advancements come with heightened security risks, including adversarial attacks, system manipulation, data breaches, and unauthorized decision-making. This chapter explores emerging trends in securing autonomous AI agents, emphasizing proactive defense mechanisms, resilient system design, robust monitoring strategies, and ethical AI governance. By integrating advanced cryptographic techniques, continuous learning defenses, and multi-layered security frameworks, the chapter highlights pathways to mitigate vulnerabilities while fostering innovation. Additionally, it outlines research opportunities aimed at developing adaptive, trustworthy, and explainable AI agents capable of functioning securely in dynamic environments. The discussion also considers regulatory compliance, interoperability, and cross-domain collaboration as critical enablers of resilient autonomous AI systems. "
"LLM Agent Honeypot: Monitoring AI Hacking Agents in the Wild","https://scispace.com/paper/llm-agent-honeypot-monitoring-ai-hacking-agents-in-the-wild-1u6yhpftnvhj","2024","Journal Article","","Reworr
Dmitriy V. Volkov","10.48550/arxiv.2410.13919","https://scispace.compdf/llm-agent-honeypot-monitoring-ai-hacking-agents-in-the-wild-1u6yhpftnvhj.pdf","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses honeypot to monitor autonomous AI hacking agents, providing broad AI agent security insights. Does not address prompt injection or detailed defenses, and offers limited evaluation.","We introduce the LLM Honeypot, a system for monitoring autonomous AI hacking agents. We deployed a customized SSH honeypot and applied prompt injections with temporal analysis to identify LLM-based agents among attackers. Over a trial run of a few weeks in a public environment, we collected 800,000 hacking attempts and 6 potential AI agents, which we plan to analyze in depth in future work. Our objectives aim to improve awareness of AI hacking agents and enhance preparedness for their risks. "
"AI Agents Under Threat: A Survey of Key Security Challenges and Future
  Pathways","https://scispace.com/paper/ai-agents-under-threat-a-survey-of-key-security-challenges-3phg4m2tnw","2024","Journal Article","","Zhongqi Deng
Yabing Guo
Changzhou Han
Wanlun Ma
Junwu Xiong
Sheng Wen
Yang Xiang","10.48550/arxiv.2406.02630","https://scispace.compdf/ai-agents-under-threat-a-survey-of-key-security-challenges-3phg4m2tnw.pdf","- **Relevance Score:** 31/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a comprehensive overview of AI agent security challenges, situating threats in the broader context, but lacks specific focus on stateful prompt injection, concrete attacks, defenses, or experimental benchmarks.","An Artificial Intelligence (AI) agent is a software entity that autonomously performs tasks or makes decisions based on pre-defined objectives and data inputs. AI agents, capable of perceiving user inputs, reasoning and planning tasks, and executing actions, have seen remarkable advancements in algorithm development and task performance. However, the security challenges they pose remain under-explored and unresolved. This survey delves into the emerging security threats faced by AI agents, categorizing them into four critical knowledge gaps: unpredictability of multi-step user inputs, complexity in internal executions, variability of operational environments, and interactions with untrusted external entities. By systematically reviewing these threats, this paper highlights both the progress made and the existing limitations in safeguarding AI agents. The insights provided aim to inspire further research into addressing the security threats associated with AI agents, thereby fostering the development of more robust and secure AI agent applications. "
"UniGuardian: A Unified Defense for Detecting Prompt Injection, Backdoor Attacks and Adversarial Attacks in Large Language Models","https://scispace.com/paper/http://arxiv.org/abs/2502.13141v1","2025","Preprint","","Huawei Lin
Yingjie Lao
Tong Geng
Tan Yu
Weijie Zhao","","https://arxiv.org/pdf/2502.13141v1","- **Relevance Score:** 31/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses unified detection to spot malicious prompts, but focuses on generic LLMs, not stateful agents; provides solid experimental validation, yet lacks detailed attack models and broader agent security discussion.","Large Language Models (LLMs) are vulnerable to attacks like prompt injection, backdoor attacks, and adversarial attacks, which manipulate prompts or models to generate harmful outputs. In this paper, departing from traditional deep learning attack paradigms, we explore their intrinsic relationship and collectively term them Prompt Trigger Attacks (PTA). This raises a key question: Can we determine if a prompt is benign or poisoned? To address this, we propose UniGuardian, the first unified defense mechanism designed to detect prompt injection, backdoor attacks, and adversarial attacks in LLMs. Additionally, we introduce a single-forward strategy to optimize the detection pipeline, enabling simultaneous attack detection and text generation within a single forward pass. Our experiments confirm that UniGuardian accurately and efficiently identifies malicious prompts in LLMs."
"CapSeal: Capability-Sealed Secret Mediation for Secure Agent Execution","https://scispace.com/paper/http://arxiv.org/abs/2604.16762v1","2026","Preprint","","Shutong Jin
Ruiyi Guo
Ray C. C. Cheung","","https://arxiv.org/pdf/2604.16762v1","- **Relevance Score:** 23/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on secret mediation for agents, only mentions prompt injection as a test scenario; lacks detailed stateful‑agent attacks, defenses, or extensive benchmarks, but situates work within AI agent security.","Modern AI agents routinely depend on secrets such as API keys and SSH credentials, yet the dominant deployment model still exposes those secrets directly to the agent process through environment variables, local files, or forwarding sockets. This design fails against prompt injection, tool misuse, and model-controlled exfiltration because the agent can both use and reveal the same bearer credential. We present CapSeal, a capability-sealed secret mediation architecture that replaces direct secret access with constrained invocations through a local trusted broker. CapSeal combines capability issuance, schema-constrained HTTP execution, broker-executed SSH actions, anti-replay session binding, policy evaluation, and tamper-evident audit trails. We describe a Rust prototype integrated with an MCP-facing adapter, formulate conditional security goals for non-disclosure, constrained use, replay resistance, and auditability, and define an evaluation plan spanning prompt injection, tool misuse, and SSH abuse. The resulting system reframes secret handling for agentic systems from handing the model a key to granting the model a narrowly scoped, non-exportable action capability."
"Cybersecurity for AI Systems: A Survey","https://scispace.com/paper/cybersecurity-for-ai-systems-a-survey-7ndjhplz","2023","Journal Article","Journal of cybersecurity and privacy","Raghvinder S. Sangwan
Youakim Badr
Satish M. Srinivasan","10.3390/jcp3020010","https://scispace.com/pdf/cybersecurity-for-ai-systems-a-survey-7ndjhplz.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey covers AI system vulnerabilities broadly, mentions attacks and defenses but lacks focus on prompt injection for stateful agents, concrete methods, or empirical benchmarks; provides general AI security context.","Recent advances in machine learning have created an opportunity to embed artificial intelligence in software-intensive systems. These artificial intelligence systems, however, come with a new set of vulnerabilities making them potential targets for cyberattacks. This research examines the landscape of these cyber attacks and organizes them into a taxonomy. It further explores potential defense mechanisms to counter such attacks and the use of these mechanisms early during the development life cycle to enhance the safety and security of artificial intelligence systems."
