"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Improving the adversarial robustness of quantized neural networks via exploiting the feature diversity","https://scispace.com/paper/improving-the-adversarial-robustness-of-quantized-neural-1su2lkvhsc","2023","Journal Article","Pattern Recognition Letters","Tianshu Chu
Kun Fang
Xiaolei Huang","10.1016/j.patrec.2023.10.024","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on quantized CNNs, not LLMs; provides robustness and adversarial defenses for vision models, lacking small‑LLM context.","Quantized neural networks (QNNs) have become one of the most prevalent approaches in deep learning model compression due to their computational and storage efficiency. However, there is a lack of research specialized in the adversarial robustness of QNNs, which is important for applications in security-critical domains. Existing defenses focus on conventional full-precision networks, which can result in behavioral disparities and degrade the expected performance when directly transferred to QNNs. A novel defensive strategy promotes feature diversity through an orthogonal constraint, which can synergize well with quantization. Inspired by this intuition, we propose an orthogonal regularization with quantization to improve the adversarial robustness of QNNs in this paper. Moreover, we observe that quantization serves as an implicit regularization and is able to alleviate orthogonal degeneration. The proposed orthogonal regularization with quantization is validated on several typical network architectures and benchmark datasets. The results demonstrate that the proposed method can notably enhance adversarial robustness against both white-box and black-box attacks. "
"Assessing Hidden Risks of LLMs: An Empirical Study on Robustness,
  Consistency, and Credibility","https://scispace.com/paper/assessing-hidden-risks-of-llms-an-empirical-study-on-1hbhb3bn","2023","Posted Content","","","10.48550/arxiv.2305.10235","https://scispace.com/pdf/assessing-hidden-risks-of-llms-an-empirical-study-on-1hbhb3bn.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on large‑scale LLMs (e.g., ChatGPT) and black‑box adversarial attacks; does not address quantization or models under 1 B parameters, only general robustness.","The recent popularity of large language models (LLMs) has brought a significant impact to boundless fields, particularly through their open-ended ecosystem such as the APIs, open-sourced models, and plugins. However, with their widespread deployment, there is a general lack of research that thoroughly discusses and analyzes the potential risks concealed. In that case, we intend to conduct a preliminary but pioneering study covering the robustness, consistency, and credibility of LLMs systems. With most of the related literature in the era of LLM uncharted, we propose an automated workflow that copes with an upscaled number of queries/responses. Overall, we conduct over a million queries to the mainstream LLMs including ChatGPT, LLaMA, and OPT. Core to our workflow consists of a data primitive, followed by an automated interpreter that evaluates these LLMs under different adversarial metrical systems. As a result, we draw several, and perhaps unfortunate, conclusions that are quite uncommon from this trendy community. Briefly, they are: (i)-the minor but inevitable error occurrence in the user-generated query input may, by chance, cause the LLM to respond unexpectedly; (ii)-LLMs possess poor consistency when processing semantically similar query input. In addition, as a side finding, we find that ChatGPT is still capable to yield the correct answer even when the input is polluted at an extreme level. While this phenomenon demonstrates the powerful memorization of the LLMs, it raises serious concerns about using such data for LLM-involved evaluation in academic development. To deal with it, we propose a novel index associated with a dataset that roughly decides the feasibility of using such data for LLM-involved evaluation. Extensive empirical studies are tagged to support the aforementioned claims. "
"Adversarial vulnerability following LLM low-resource language fine-tuning: Short report","https://scispace.com/paper/adversarial-vulnerability-following-llm-low-resource-2dr0oyeeh2","2024","Preprint","","Afrizal Hasbi Azizy
Nuel Bagus Cahyanto","10.31219/osf.io/bzd6w","https://scispace.compdf/adversarial-vulnerability-following-llm-low-resource-2dr0oyeeh2.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes adversarial effects of fine‑tuning low‑resource LLMs, but does not address quantization or explicitly target sub‑billion‑parameter models; offers limited relevance to security‑focused quantization studies.","We briefly report how fine-tuning a multilingual LLM with a low-resource language resulted in an increased vulnerability to adversarial attacks. We fine-tuned GPT-3.5 Turbo (gpt-3.5-0125) with 560 input-output pairs (~274k tokens) of Krama Javanese, a high register of Javanese (a low-resource language). We report brief qualitative and quantitative observations that 1. The fine-tuned model is more compliant towards adversarial prompts, 2. Unsuccessful prompts can be successful when concatenated with an elaboration string, e.g., step-by-step prompting or by specifying details, 3. The model can be prompted in the fine-tuned language to respond in English, thus providing a way to produce harmful responses in a different language. The fine-tuned model sees a 45.1% increase of GPT-4-rated harmfulness for Krama Javanese responses and a 13.8% increase for English responses. Notably, all of these vulnerabilities can be reached very effectively with the benign nature and our small dataset size. Our work advances knowledge in the intersection of AI safety and multilingual NLP, indicating that fine-tuning an LLM on a low-resource language should include additional data examples for retaining safety guardrails. "
"Adversarial Attacks on Large Language Models Using Regularized
  Relaxation","https://scispace.com/paper/adversarial-attacks-on-large-language-models-using-43bjo9erwwin","2024","Journal Article","","Samuel Jacob Chacko
S Biswas
Chashi Mahiul Islam
Fatema Tabassum Liza
Xiuwen Liu","10.48550/arxiv.2410.19160","https://scispace.compdf/adversarial-attacks-on-large-language-models-using-43bjo9erwwin.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on adversarial token generation for large LLMs, no quantization or small‑model scope; only general adversarial analysis aligns partially with vulnerability criterion.","As powerful Large Language Models (LLMs) are now widely used for numerous practical applications, their safety is of critical importance. While alignment techniques have significantly improved overall safety, LLMs remain vulnerable to carefully crafted adversarial inputs. Consequently, adversarial attack methods are extensively used to study and understand these vulnerabilities. However, current attack methods face significant limitations. Those relying on optimizing discrete tokens suffer from limited efficiency, while continuous optimization techniques fail to generate valid tokens from the model's vocabulary, rendering them impractical for real-world applications. In this paper, we propose a novel technique for adversarial attacks that overcomes these limitations by leveraging regularized gradients with continuous optimization methods. Our approach is two orders of magnitude faster than the state-of-the-art greedy coordinate gradient-based method, significantly improving the attack success rate on aligned language models. Moreover, it generates valid tokens, addressing a fundamental limitation of existing continuous optimization methods. We demonstrate the effectiveness of our attack on five state-of-the-art LLMs using four datasets. "
"What makes quantization for large language model hard? an empirical study from the lens of perturbation","https://scispace.com/paper/what-makes-quantization-for-large-language-model-hard-an-3wd5ogoptg","2024","Journal Article","","Zhuocheng Gong
Jiahao Liu
Jingang Wang
Xunliang Cai
Dongyan Zhao
Rui Yan","10.1609/aaai.v38i16.29765","https://ojs.aaai.org/index.php/AAAI/article/view/29765/31318","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses perturbation analysis to study quantization effects on LLMs, but targets large models and lacks security or adversarial assessments; only general robustness insights.","Quantization has emerged as a promising technique for improving the memory and computational efficiency of large language models (LLMs). Though the trade-off between performance and efficiency is well-known, there is still much to be learned about the relationship between quantization and LLM performance. To shed light on this relationship, we propose a new perspective on quantization, viewing it as perturbations added to the weights and activations of LLMs. We call this approach ``the lens of perturbation"". Using this lens, we conduct experiments with various artificial perturbations to explore their impact on LLM performance. Our findings reveal several connections between the properties of perturbations and LLM performance, providing insights into the failure cases of uniform quantization and suggesting potential solutions to improve the robustness of LLM quantization. To demonstrate the significance of our findings, we implement a simple non-uniform quantization approach based on our insights. Our experiments show that this approach achieves minimal performance degradation on both 4-bit weight quantization and 8-bit quantization for weights and activations. These results validate the correctness of our approach and highlight its potential to improve the efficiency of LLMs without sacrificing performance. "
"Grounding and Evaluation for Large Language Models: Practical Challenges and Lessons Learned (Survey)","https://scispace.com/paper/grounding-and-evaluation-for-large-language-models-practical-4xrre2t9sr","2024","Journal Article","","Krishnaram Kenthapadi
Mehrnoosh Sameki
Ankur Taly","10.1145/3637528.3671467","https://scispace.compdf/grounding-and-evaluation-for-large-language-models-practical-4xrre2t9sr.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey discusses bias, robustness, and security of LLMs broadly, but lacks quantization methods, small‑model focus, or specific adversarial experiments on sub‑billion‑parameter models.","With the ongoing rapid adoption of Artificial Intelligence (AI)-based systems in high-stakes domains, ensuring the trustworthiness, safety, and observability of these systems has become crucial. It is essential to evaluate and monitor AI systems not only for accuracy and quality-related metrics but also for robustness, bias, security, interpretability, and other responsible AI dimensions. We focus on large language models (LLMs) and other generative AI models, which present additional challenges such as hallucinations, harmful and manipulative content, and copyright infringement. In this survey article accompanying our KDD 2024 tutorial, we highlight a wide range of harms associated with generative AI systems, and survey state of the art approaches (along with open challenges) to address these harms."
"Developing Assurance Cases for Adversarial Robustness and Regulatory
  Compliance in LLMs","https://scispace.com/paper/developing-assurance-cases-for-adversarial-robustness-and-1xhbncw09dps","2024","Journal Article","","Tomas Bueno Momčilović
Dian Balta
Beat Buesser
Giulio Zizzo
Mark Purcell","10.48550/arxiv.2410.05304","https://scispace.compdf/developing-assurance-cases-for-adversarial-robustness-and-1xhbncw09dps.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on assurance frameworks for adversarial robustness and EU AI Act compliance in LLMs, without addressing quantization, small‑model size, or specific robustness testing of quantized models.","This paper presents an approach to developing assurance cases for adversarial robustness and regulatory compliance in large language models (LLMs). Focusing on both natural and code language tasks, we explore the vulnerabilities these models face, including adversarial attacks based on jailbreaking, heuristics, and randomization. We propose a layered framework incorporating guardrails at various stages of LLM deployment, aimed at mitigating these attacks and ensuring compliance with the EU AI Act. Our approach includes a meta-layer for dynamic risk management and reasoning, crucial for addressing the evolving nature of LLM vulnerabilities. We illustrate our method with two exemplary assurance cases, highlighting how different contexts demand tailored strategies to ensure robust and compliant AI systems. "
"A comprehensive study on quantization techniques for large language models","https://scispace.com/paper/a-comprehensive-study-on-quantization-techniques-for-large-8tcjm099fmme","2024","Journal Article","","Jas C. Lang
Zhaohui Guo
S. Y. Huang","10.1109/icairc64177.2024.10899941","https://arxiv.org/pdf/2411.02530?","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on large LLM quantization; only generic robustness discussion, no small‑model or security/attack analysis.",""
"Adversarial Attacks and Defenses on Large Language Models: A Systematic Review","https://scispace.com/paper/adversarial-attacks-and-defenses-on-large-language-models-a-3krsyb8cl8rm","2025","Journal Article","","Ruobing Li
Jiayi Liu
Jinyang Zhen
Yuyuan Bao
Yiqing Qiang
Yue Xu
Yuxi Gu
Yuxin Jin
Daoming Yu
Yunchao He
Mian Zhou
Angelos Stefanidis
Jionglong Su","10.1109/bdai66031.2025.11325628","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews adversarial attacks/defenses on LLMs broadly, without covering quantization, small‑model constraints, or targeted robustness tests for sub‑billion‑parameter models.","The rapid advancement of large language models (LLMs) presents both transformative opportunities and significant security challenges, primarily due to their susceptibility to adversarial attacks-crafted inputs designed to deceive them-which pose considerable risks to their reliability and security. This survey comprehensively reviews these textual adversarial attacks, categorizing them into sentence-level, wordlevel, and character-level manipulations, while also exploring multi-level approaches that combine these techniques. To counter such threats, the survey examines a range of defense strategies, including detection methods, adversarial training, semantic analysis, general system enhancements, and approaches to certified robustness for provable resilience. Despite notable progress in understanding and mitigating these vulnerabilities, significant challenges remain regarding real-world applicability, scalability, generalization across different models and attack types, and the establishment of standardized benchmarking. By synthesizing recent research in this dynamic field, this survey aims to guide the development of more secure and robust language models capable of withstanding the continuously evolving landscape of adversarial threats. "
"Lrquant: Learnable and robust post-training quantization for large language models","https://scispace.com/paper/lrquant-learnable-and-robust-post-training-quantization-for-3jhu0io4mmte","2024","Journal Article","","Jiaqi Zhao
Miao Zhang
Chao Zeng
Ming Wang
Xuebo Liu
Liqiang Nie","10.18653/v1/2024.acl-long.122","https://aclanthology.org/2024.acl-long.122.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Targets large LLMs with learnable smoothing and test‑time adaptation; does not address small models, security, or adversarial robustness.","Post-training quantization (PTQ) for large language models (LLMs) significantly accelerates model inference and relieves memory constraints, without incurring model training. A “smoothing paradigm” is commonly used in LLM quantization, which transfers the quantization difficulty of activation to weight quantization using mathematically equivalent transformations. However, existing methods face two issues: 1) Most smoothing parameters are hand-crafted defined which leads to sub-optimal results; 2) There are significant performance degradations when tested on unseen datasets. To address these challenges, this paper introduces a robust learnable smooth-based PTQ framework, called LR Quant . Firstly, we consider a learnable paradigm to find optimal smoothing parameters which are initialized by logarithmic activation equivalent. In addition, we empirically found that only relying on MSE loss could hardly lead to optimal quantization results, and we then propose a novel loss function based on the negative logarithm of cosine similarity (NLC loss) be-tween outputs of full-precision and quantized block. At last, we pioneeringly introduce Test-time adaptation (TTA) into LLM quantization, which allows for rapid model adaptation during testing to improve generalization performance. More surprisingly, we find that by us-ing our TTA method, we can achieve better results on test sets than directly using test sets for calibration in some cases while avoiding catastrophic forgetting. Codes are available at https://github.com/zjq0455/RLQ ."
"Evaluating the Cybersecurity Robustness of Commercial LLMs against Adversarial Prompts: A PromptBench Analysis","https://scispace.com/paper/evaluating-the-cybersecurity-robustness-of-commercial-llms-nwcx7i5fnj","2024","Preprint","","Takeshi Goto
Kensuke Ono
Akira Morita","10.36227/techrxiv.170975411.12532297/v1","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Evaluates large commercial LLMs without quantization; no focus on small models or quantization‑related security aspects.","This study presents a comprehensive evaluation of the cybersecurity robustness of five leading Large Language Models (LLMs)-ChatGPT-4, Google Gemini, Anthropic Claude, Meta Llama, and Mistral 8x7B-against adversarial prompts using the PromptBench benchmark. Through a dual approach of quantitative and qualitative analysis, the research explores each model's performance, resilience, and vulnerabilities. Quantitative metrics such as accuracy, precision, recall, and F1 scores offer a statistical comparison across models, while qualitative insights reveal distinct patterns of response and susceptibility to various adversarial strategies. The findings highlight significant variations in model robustness, underlining the importance of a complex approach to enhancing LLM security. This study not only sheds light on current limitations but also emphasizes the need for advancing evaluation methodologies and model development practices to mitigate potential threats and ensure the safe deployment of LLMs in sensitive and critical applications. "
"Safety and Security Analysis of Large Language Models: Benchmarking Risk Profile and Harm Potential","https://scispace.com/paper/safety-and-security-analysis-of-large-language-models-818brjv5ubil","2025","Journal Article","","Akiri, CharanKumar
Aryal, Kshitiz
Gupta, Maanak","10.48550/arxiv.2509.10655","https://scispace.compdf/safety-and-security-analysis-of-large-language-models-818brjv5ubil.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on safety/security of large, commercial LLMs; no quantization, robustness testing, or small‑model analysis presented.","While the widespread deployment of Large Language Models (LLMs) holds great potential for society, their vulnerabilities to adversarial manipulation and exploitation can pose serious safety, security, and ethical risks. As new threats continue to emerge, it becomes critically necessary to assess the landscape of LLMs' safety and security against evolving adversarial prompt techniques. To understand the behavior of LLMs, this research provides an empirical analysis and risk profile of nine prominent LLMs, Claude Opus 4, DeepSeek V3 (both open-source and online), Gemini 2.5 Flash, GPT-4o, Grok 3, Llama 4 Scout, Mistral 7B, and Qwen 3 1.7B, against 24 different security and safety categories. These LLMs are evaluated on their ability to produce harmful responses for adversarially crafted prompts (dataset has been made public) for a broad range of safety and security topics, such as promotion of violent criminal behavior, promotion of non-violent criminal activity, societal harms related to safety, illegal sexual content, dangerous code generation, and cybersecurity threats beyond code. Our study introduces the Risk Severity Index (RSI), an agile and scalable evaluation score, to quantify and compare the security posture and creating a risk profile of LLMs. As the LLM development landscape progresses, the RSI is intended to be a valuable metric for comparing the risks of LLMs across evolving threats. This research finds widespread vulnerabilities in the safety filters of the LLMs tested and highlights the urgent need for stronger alignment, responsible deployment practices, and model governance, particularly for open-access and rapidly iterated models. "
"Q-MLLM: Vector Quantization for Robust Multimodal Large Language Model Security","https://scispace.com/paper/q-mllm-vector-quantization-for-robust-multimodal-large-3y9atlhj8xc9","2025","Journal Article","arXiv.org","Wei Zhao
Zhe Li
Yige Li
Junfeng Sun","10.48550/arxiv.2511.16229","https://export.arxiv.org/pdf/2511.16229v1.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on multimodal LLMs with vector quantization, not on small LLMs; addresses security via visual bottlenecks, lacking small‑model quantization analysis.","Multimodal Large Language Models (MLLMs) have demonstrated impressive capabilities in cross-modal understanding, but remain vulnerable to adversarial attacks through visual inputs despite robust textual safety mechanisms. These vulnerabilities arise from two core weaknesses: the continuous nature of visual representations, which allows for gradient-based attacks, and the inadequate transfer of text-based safety mechanisms to visual content. We introduce Q-MLLM, a novel architecture that integrates two-level vector quantization to create a discrete bottleneck against adversarial attacks while preserving multimodal reasoning capabilities. By discretizing visual representations at both pixel-patch and semantic levels, Q-MLLM blocks attack pathways and bridges the cross-modal safety alignment gap. Our two-stage training methodology ensures robust learning while maintaining model utility. Experiments demonstrate that Q-MLLM achieves significantly better defense success rate against both jailbreak attacks and toxic image attacks than existing approaches. Notably, Q-MLLM achieves perfect defense success rate (100\%) against jailbreak attacks except in one arguable case, while maintaining competitive performance on multiple utility benchmarks with minimal inference overhead. This work establishes vector quantization as an effective defense mechanism for secure multimodal AI systems without requiring expensive safety-specific fine-tuning or detection overhead. Code is available at https://github.com/Amadeuszhao/QMLLM."
"Securing Large Language Models: Threats, Vulnerabilities and Responsible Practices","https://scispace.com/paper/securing-large-language-models-threats-vulnerabilities-and-1chm0odf4g","2024","Journal Article","arXiv.org","Sara Abdali
Richard Anarfi
C. J. Barberan
Jia He","10.48550/arxiv.2403.12503","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses LLM security broadly without covering quantization, robustness testing, or models under 1 B parameters; focuses on general threats and mitigation.","Large language models (LLMs) have significantly transformed the landscape of Natural Language Processing (NLP). Their impact extends across a diverse spectrum of tasks, revolutionizing how we approach language understanding and generations. Nevertheless, alongside their remarkable utility, LLMs introduce critical security and risk considerations. These challenges warrant careful examination to ensure responsible deployment and safeguard against potential vulnerabilities. This research paper thoroughly investigates security and privacy concerns related to LLMs from five thematic perspectives: security and privacy concerns, vulnerabilities against adversarial attacks, potential harms caused by misuses of LLMs, mitigation strategies to address these challenges while identifying limitations of current strategies. Lastly, the paper recommends promising avenues for future research to enhance the security and risk management of LLMs."
"Evaluating and Exploiting Security Vulnerabilities in Large Language Models (LLMs) for Offensive Penetration Testing","https://scispace.com/paper/evaluating-and-exploiting-security-vulnerabilities-in-large-7sm0kd1g1412","2025","Journal Article","","M Muhil
A Ramnarayan
U. Abhinav
M. Lakshmi","10.1109/iccpct65132.2025.11176591","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on offensive testing of large‑scale LLMs, without quantization, small‑model scope, or targeted robustness metrics for sub‑billion‑parameter models.","Large Language Models (LLMs) are increasingly vital in AI systems, but their security vulnerabilities require deeper investigation. This paper introduces a novel offensive penetration testing framework designed to systematically evaluate these security risks in leading LLMs. We probed six state-of-the-art models using five distinct exploit strategies, including prompt injection, multi-turn jailbreaks, and context manipulation techniques like Hybrid Agent Roleplay Exploitation (HARE) and Token Economy Poisoning. Our experiments demonstrate significant security gaps: many tested LLMs suffer from context-dependent security failures, delayed moderation responses, and the potential for stealthy leakage of sensitive information. By quantifying each model’s vulnerability through success rate, stealth, and novelty metrics, we reveal varying degrees of susceptibility. Based on these findings, we propose targeted alignment strategies to address the identified weaknesses. This research underscores the urgent need for robust security measures and contributes towards building more secure, context-aware LLMs suitable for safety-critical applications."
"QUARL: Quantifying Adversarial Risks in Language Models","https://scispace.com/paper/quarl-quantifying-adversarial-risks-in-language-models-30wxj75m2woq","2024","Journal Article","","Joshua Ackerman
George Cybenko
Paul Lintilhac
Henry Scheible
Nathaniel D. Bastian","10.1609/aaaiss.v4i1.31777","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on risk quantification framework, not on quantizing small LLMs or evaluating robustness/vulnerability of such models.","It is well documented that artificial intelligence (AI) systems have various types of vulnerabilities and associated risks. As such systems are deployed in safety-critical domains, it has become necessary not only to identify and enumerate the vulnerabilities but also to quantify the resulting risks. In this position paper, we discuss approaches for the challenge of quantifying AI risks. The approach is based on a general framework for testing and evaluating language model systems that we have previously developed (called TEL'M). In particular, we extend TEL'M to deal with the problem of quantifying the effort required by an adversary to discover and exploit a language model vulnerability."
"Towards the Worst-case Robustness of Large Language Models","https://scispace.com/paper/towards-the-worst-case-robustness-of-large-language-models-9wqqw0hoi67h","2025","Journal Article","arXiv.org","Huanran Chen
Yinpeng Dong
Zeming Wei
Hang Su
Jun Zhu","10.48550/arxiv.2501.19040","https://scispace.compdf/towards-the-worst-case-robustness-of-large-language-models-9wqqw0hoi67h.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on randomized smoothing certification for LLMs, without quantization, adversarial attacks, or small‑model constraints.",""
"Generative AI and Large Language Models for Cyber Security: All Insights
  You Need","https://scispace.com/paper/generative-ai-and-large-language-models-for-cyber-security-zeligiamji","2024","Preprint","","Mohamed Amine Ferrag
Fatima Alwahedi
Ammar Battah
Bilel Cherif
Abdechakour Mechri
Norbert Tihanyi","10.48550/arxiv.2405.12750","https://scispace.compdf/generative-ai-and-large-language-models-for-cyber-security-zeligiamji.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper surveys LLM applications in cybersecurity, benchmarks, and safety-utility tradeoffs, but does not discuss quantization, robustness testing, adversarial attacks, or models under 1 B parameters.","This paper provides a comprehensive review of the future of cybersecurity through Generative AI and Large Language Models (LLMs). We explore LLM applications across various domains, including hardware design security, intrusion detection, software engineering, design verification, cyber threat intelligence, malware detection, and phishing detection. We present an overview of LLM evolution and its current state, focusing on advancements in models such as GPT-4, GPT-3.5, Mixtral-8x7B, BERT, Falcon2, and LLaMA. Our analysis extends to LLM vulnerabilities, such as prompt injection, insecure output handling, data poisoning, DDoS attacks, and adversarial instructions. We delve into mitigation strategies to protect these models, providing a comprehensive look at potential attack scenarios and prevention techniques. Furthermore, we evaluate the performance of 42 LLM models in cybersecurity knowledge and hardware security, highlighting their strengths and weaknesses. We thoroughly evaluate cybersecurity datasets for LLM training and testing, covering the lifecycle from data creation to usage and identifying gaps for future research. In addition, we review new strategies for leveraging LLMs, including techniques like Half-Quadratic Quantization (HQQ), Reinforcement Learning with Human Feedback (RLHF), Direct Preference Optimization (DPO), Quantized Low-Rank Adapters (QLoRA), and Retrieval-Augmented Generation (RAG). These insights aim to enhance real-time cybersecurity defenses and improve the sophistication of LLM applications in threat detection and response. Our paper provides a foundational understanding and strategic direction for integrating LLMs into future cybersecurity frameworks, emphasizing innovation and robust model deployment to safeguard against evolving cyber threats. "
"Targeting the Core: A Simple and Effective Method to Attack RAG-based
  Agents via Direct LLM Manipulation","https://scispace.com/paper/targeting-the-core-a-simple-and-effective-method-to-attack-7li1ib9cd0oz","2024","Journal Article","","X. Li
Zhuo Li
Yuji Kosuga
Hiroshi Yoshida
Victor Bian","10.48550/arxiv.2412.04415","https://scispace.compdf/targeting-the-core-a-simple-and-effective-method-to-attack-7li1ib9cd0oz.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on RAG agent attacks via LLM prompt manipulation; does not discuss quantization, small‑model robustness, or security impact of quantized models.","AI agents, powered by large language models (LLMs), have transformed human-computer interactions by enabling seamless, natural, and context-aware communication. While these advancements offer immense utility, they also inherit and amplify inherent safety risks such as bias, fairness, hallucinations, privacy breaches, and a lack of transparency. This paper investigates a critical vulnerability: adversarial attacks targeting the LLM core within AI agents. Specifically, we test the hypothesis that a deceptively simple adversarial prefix, such as \textit{Ignore the document}, can compel LLMs to produce dangerous or unintended outputs by bypassing their contextual safeguards. Through experimentation, we demonstrate a high attack success rate (ASR), revealing the fragility of existing LLM defenses. These findings emphasize the urgent need for robust, multi-layered security measures tailored to mitigate vulnerabilities at the LLM level and within broader agent-based architectures. "
"Adversarial Attack Classification and Robustness Testing for Large Language Models for Code","https://scispace.com/paper/adversarial-attack-classification-and-robustness-testing-for-4cav4zo44ikj","2025","Journal Article","arXiv.org","Yang Liu
Armstrong Foundjem
Foutse Khomh
Heng Li","10.48550/arxiv.2506.07942","https://scispace.compdf/adversarial-attack-classification-and-robustness-testing-for-4cav4zo44ikj.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on large code models, not quantized or small LLMs; does not address quantization, small‑model robustness, or security impact.","In the rapidly evolving landscape of software development, Large Language models have become essential tools for code tasks such as code generation, completion, analysis, and suggestion. The growing integration of Large Language models for Code into development workflows highlights the critical need for ensuring robustness against potential vulnerabilities–specifically, weaknesses in how these models handle various inputs that could lead to incorrect or insecure code completion. In this context, vulnerabilities can manifest as the model’s susceptibility to producing flawed code when faced with adversarial inputs or subtle perturbations in task descriptions, code, or comments. Existing works have neglected the role of natural language inputs that guide code tasks. This study explores the impact of natural language, such as prompts, on adversarial attacks against Large Language models for Code. It assesses how perturbations at the level of character, word, and sentence affect model output. Identifying the most harmful vulnerabilities will inform the development of more resilient code-generation tools. We analyzed several key projects (including ReCode and Openattack) and datasets (including HumanEval and MBPP), to systematically examine how different types of attacks affect model performance. The first dimension of our taxonomy categorizes adversarial attacks based on the content type–whether the attack targets the code, natural language prompts, or comments. The second dimension classifies these attacks by their granularity, such as character-level, word-level, or sentence/statement-level perturbations. We employed a mixed-methods approach, combining quantitative analysis of model performance metrics with qualitative assessments to identify specific vulnerabilities across different types of inputs. Our analysis revealed that Large Language models for Code (LLM4Code) exhibit varying levels of robustness depending on the type and granularity of adversarial perturbations. Sentence-level perturbations were generally met with the highest resilience, indicating that LLM4Code can maintain code integrity when faced with broader contextual disruptions. However, word-level perturbations posed significant challenges, revealing vulnerabilities in the models’ ability to handle disruptions at this semantic level. Character-level perturbations showed mixed results, with models displaying both strengths and weaknesses in addressing minor syntactical deviations. These findings underscore the need for continued advancements in model robustness, particularly against semantic perturbations, to ensure reliable performance in diverse adversarial scenarios. This study presents a comprehensive framework for evaluating the robustness of Large Language models for Code. It highlights the significance of incorporating code and natural language inputs in adversarial testing, which is essential for improving security and reliability in real-world applications."
"QANS: Towards Quantized Neural Network Adversarial Noise Suppression","https://scispace.com/paper/qans-towards-quantized-neural-network-adversarial-noise-d4vc9i0y","2023","Journal Article","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","Chen-Fang Lin
Pengfei Yang
Jinpeng Liang
Quan Wang","10.1109/tcad.2023.3283935","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on quantized CNNs (Wide ResNet, VGG-16) for image tasks, not on small language models; does not address LLM quantization, robustness, or adversarial analysis for LLMs.","Neural network quantization techniques play an important role in efficiently deploying deep learning models on the hardware with limited computing and storage resources. Numerous applications of this technology, such as autopilot, necessitate not just efficiency, but also robustness. Research on the robustness of quantized networks against adversarial attacks is becoming one of the major points of interest. In this work, we rethink the impact of quantization on adversarial attacks and explore the boundary of the robustness of quantized neural networks. This study reveals that activation quantization can be used as a defense to weaken adversarial noise, but the robustness of quantized models is still limited by the amplification effect of network errors, including quantization errors and adversarial noise. To address this problem, we propose the Quantization Adversarial Noise Suppression (QANS) method that employs a Gaussian kernel regularization constraint to stabilize the model by restricting the perturbation error within two levels of tolerance. Extensive experiments are conducted with Wide ResNet and VGG-16 models on CIFAR-10 and SVHN datasets under different attack methods, including several white-box and black-box attacks. Experimental results show the proposed method achieves superior robustness to prior works. "
